actor_principal,id
Sterling Hayden,46681
Roy Scheider,578
Roy Scheider,579
Dennis Quaid,17692
Jack Lemmon,17795
Jack Nicholson,75
Laura Dern,13891
Tom Cruise,9390
Nicolas Cage,378
Richard Dreyfuss,10896
Robert Redford,2322
Jennifer Jason Leigh,41240
Sandra Bullock,26949
Diane Keaton,9819
Alec Baldwin,31908
Andy García,46027
Mike Judge,3179
Sandrine Bonnaire,1802
David Arquette,4232
Daniel Day-Lewis,9361
John Travolta,2928
Shirley MacLaine,30285
Kenneth Branagh,10549
Helen Mirren,58102
Albert Brooks,27265
Catherine Deneuve,49935
Madonna,8818
Nicole Kidman,36758
Jenny Agutter,36040
Jimi Hendrix,74239
Wesley Snipes,9415
Danny Keogh,55146
John Cleese,12145
Steve Guttenberg,42424
Ray Liotta,34314
John Lynch,2892
Jackie Chan,9404
Denis Leary,85242
Chris Farley,9622
Eddie Murphy,8860
Gérard Depardieu,197537
Elliott Gould,66597
Andrew Robertson,14832
Pierce Brosnan,9619
Rodney Dangerfield,40506
Samuel L. Jackson,31000
Johnny Depp,4104
Jared Leto,26306
Carlos Cruz ,43775
Tom Arnold,14908
Andrei Chalimon,784
Tupac Amaru Shakur,12489
Christopher Guest,16448
Oleg Menshikov,55936
Timothy Dalton,17894
Jayce Bartok,28059
Aden Young,58911
John Leguizamo,17949
Matthew Perry,1968
LL Cool J,61563
Clint Eastwood,66
Christina Ricci,20735
Chevy Chase,11419
Dennis Farina,25796
Bill Pullman,638
Ving Rhames,25624
Johnny Depp,9366
Gad Elmaleh,60083
Jamie Foxx,21915
Michael Saucedo,50091
Harvey Keitel,18420
Dean Cain,19952
Tim Allen,9446
Indira Varma,28005
Howard Stern,9403
Larenz Tate,27322
Val Kilmer,10003
Julia Ormond,9311
Colm Meaney,11844
James Spader,884
Stanley Tucci,49806
Jim Carrey,1624
Jennifer Lopez,16052
Harrison Ford,4477
Scott Bakula,24662
Halle Berry,18423
Matt Day,76996
Johnny Yong Bosch,6499
Sophie Marceau,50512
Jean-Claude Van Damme,9405
Joaquin Phoenix,12723
Jennifer Lopez,9360
John Cusack,9434
Eric Stoltz,118991
Molly Parker,21626
Joe Pesci,13982
Martin Donovan,93946
Glenn Close,77223
Bill Paxton,31465
Alison Folland,12793
Nick Chinlund,102878
Pierre Richard,105763
Mira Sorvino,9611
Leslie Cheung,47694
Tommy Lee Jones,10357
Judy Davis,9977
Mike Myers,816
Kurt Russell,2163
Rade Serbedzija,124680
Aidan Quinn,16399
Monica Keena,124843
Vincent Gallo,31017
Gillian Anderson,24645
Robin Williams,12499
Bruce Willis,18
Julie Walters,68545
James Duval,1811
Helen Mirren,109614
Tisha Campbell-Martin,60082
Jean-Claude Drouot,53023
Jason Alexander,64802
Koji Yakusho,11239
Gulshan Grover,50850
Rhys Ifans,15321
Meg Ryan,2058
Pete Postlethwaite,9450
Mike Nichols,125021
Jeff Goldblum,330
Scott Allen,16375
Blake Heron,33660
Emilio Estevez,59232
Bridget Fonda,45671
Jeff Daniels,17770
Rene Russo,15170
Nicolas Cage,1701
Connie Nelson,201445
Vivian Wu,26422
Sandrine Kiberlain,124642
Sandra Bullock,1639
Tyrone Burton,49235
Adrienne Shelly,106129
Illeana Douglas,107743
George Clooney,415
David Arquette,47686
Jean Reno,65889
Harvey Keitel,11103
Tate Donovan,11970
Thomas Jane,34941
Julia Roberts,8874
Tomorowo Taguchi,17991
Garance Clavel,11956
Brigitte Bardot,266
John Travolta,754
Shaghayeh Djodat,43771
Rupert Graves,249358
Tommy Lee Jones,607
Jack Lemmon,18080
Jonathan Taylor Thomas,38225
Martin Short,17834
Jodie Foster,686
Miranda Otto,65046
Demi Moore,4421
Arnold Schwarzenegger,9387
Brendan Fraser,10603
Sylvester Stallone,2142
Laurence Fishburne,8413
Michael Jai White,10336
Kevin Zegers,20737
Jennifer Aniston,9413
Aaron Eckhart,14585
Jason James Richter,18519
Katrin Cartlidge,49462
Mel Gibson,8834
Michael Keaton,9458
Sean Penn,38295
Laurence Fishburne,22073
Christopher McDonald,37244
Mira Sorvino,4961
Chris Tucker,9416
Alicia Silverstone,26180
Kevin Sorbo,17832
Harrison Ford,9772
Samuel L. Jackson,6072
Alec Baldwin,1669
River Phoenix,468
Douglas Spain,108401
Kevin Kline,10806
Alec Baldwin,9433
George Clooney,6623
Kevin Spacey,2118
Brad Pitt,978
Morgan Freeman,9437
Vivica A. Fox,29461
Kevin Corrigan,56651
Andrew Divoff,10351
Michelle Pfeiffer,66588
Michael Douglas,2649
Steven Seagal,14289
Sean Penn,10155
Kate Capshaw,75250
Janeane Garofalo,20457
Aidan Quinn,18355
Greg Kinnear,33657
Peter Fonda,55306
Kevin Kline,68924
Mario Van Peebles,36434
Ben Affleck,2255
Bill Bellamy,28353
Robert Carlyle,9427
Jason Flemyng,172545
Judi Dench,17589
Jennifer Love Hewitt,3597
Keanu Reeves,1813
Harland Williams,36797
David Duchovny,12628
Parker Posey,33344
Dave Hoover,25099
Jennifer Jason Leigh,45019
Kevin Bacon,63437
Neil Young,62422
Ethan Hawke,782
Mel Gibson,29911
Ben Affleck,9827
Rachel Weisz,1959
Ewan McGregor,8067
Brendan Sexton III,125052
Jurnee Smollett,45153
Dennis Quaid,10871
Jim Belushi,14398
Bill Murray,10890
Grégoire Colin,99002
Rowan Atkinson,1281
Alyssa Milano,32332
John Travolta,9770
Wesley Snipes,12616
Sally Potter,34838
Stephen Dillane,14905
Tim Roth,14583
Matt Damon,11975
Mark Wahlberg,4995
Harrison Ford,9281
Jason Patric,45928
Casper Van Dien,563
James Spader,61337
Ming-Na Wen,19931
Gwyneth Paltrow,10215
Robin Shou,9823
Jim Carrey,37165
Helena Bonham Carter,45609
Vanessa Redgrave,38904
Claire Danes,45565
Richard Gere,9407
Bruce Willis,4824
Meg Ryan,9444
Bill Murray,9414
Sigourney Weaver,8078
Gail Harris,29938
Morgan Freeman,11831
Robert Duvall,2895
Valentina Cervi,39177
Clive Owen,19601
Darling Narita,124606
Marc Messier,42832
Eamonn Owens,22797
Woody Allen,2639
Robin Williams,9574
Tim Allen,10371
Robin Williams,489
Alex D. Linz,9714
John Cusack,8197
Nathan Lane,6283
Carol Kane,49728
David Arquette,4233
Ian Holm,10217
Kate Winslet,597
Pierce Brosnan,714
Ray Aranha,52537
Élodie Bouchez,12799
Joseph Ashton,62394
Kevin Costner,9922
Robert Redford,547
Emma Thompson,25994
Pam Grier,184
Tenzin Thuthob Tsarong,9746
Leslie Nielsen,9438
Jeff Bridges,115
Nick Nolte,26941
Michèle Laroque,27103
Gwyneth Paltrow,9410
Victor Wong,32302
Michael Paré,216794
Howie Long,41417
Marlon Wayans,12538
Dustin Hoffman,586
Rufus Sewell,2666
Jon Bon Jovi,46338
Joseph Mazzello,54007
Morgan Freeman,11258
Dave Chappelle,9490
Denzel Washington,9411
Dan Futterman,25719
Christopher Walken,9033
Leon Lai,11220
Alan Arkin,21253
Victoria Beckham,6116
Treat Williams,9457
Bret Michaels,43911
Jude Law,39424
Aleksei Ananishnov,44361
Chow Yun-fat,11702
Asia Argento,2923
Miguel Ferrer,12238
Dan Aykroyd,11568
Shinya Tsukamoto,41577
Adam Sandler,11003
Dustin Hoffman,10153
Woody Harrelson,30949
Jack Nicholson,2898
Christopher Walken,9558
Paul Newman,26269
Tommy Lee Jones,11808
Johnathon Schaech,6970
John Hurt,47452
Ernesto Gómez Cruz,18205
Patrick Shane Dorian,36943
Liam Neeson,21736
Jessica Lange,17941
Christopher Walken,10668
Leonardo DiCaprio,9313
Matthew McConaughey,42807
Matt Dillon,617
Gena Rowlands,36568
Vince Vaughn,37272
Takeshi Kitano,5910
John Travolta,9440
Robin Tunney,53092
Denis Leary,32911
Renée Zellweger,44308
Joanna Going,124821
Robert Downey Jr.,32456
Lauren Holly,93350
Robyn Hitchcock,62695
Jennifer Aniston,17127
Paul Walker,40688
Billy Bob Thornton,17133
LisaRaye McCoy,19848
Michael Moore,1774
Jeremy Irons,30265
Gary Oldman,2157
Russell Crowe,70581
Bruce Willis,8838
Steve Martin,29193
Nicolas Cage,795
Chloë Sevigny,16980
Jack Lemmon,27472
Billy Crystal,47881
Denzel Washington,9469
Kenneth Branagh,12488
Michael Rapaport,98499
BD Wong,81367
Liberto Rabal,267
Bill Pullman,16148
Ray Winstone,21252
Tom Gilroy,73135
John Goodman,9449
Stephen Moyer,6264
Marla Schaffel,90414
Denis Leary,215373
Jackie Chan,78149
David Schwimmer,15513
Richard Dreyfuss,31220
Nick Broomfield,13907
Matthew Modine,29825
Jackie Chan,10622
Homayoun Ershadi,30020
Jan Decleir,17139
Robert Skjærstad,34582
Michael Madsen,10216
Scott Bakula,9771
Steven Weber,24560
Woody Allen,76330
Mark Wahlberg,9448
Casper Van Dien,38618
Patrick Swayze,18316
Breckin Meyer,78373
Aleksandr Lazarev Jr.,77514
Robert Carlyle,49474
Liam Neeson,4415
Lou Rawls,39467
Toni Collette,55561
Robert Duvall,8656
Jada Pinkett Smith,58680
Ian Parsons,35161
Mischa Barton,35796
Jessalyn Gilsig,18937
Matthew Broderick,929
Warren Beatty,9452
Johnny Depp,1878
Christina Ricci,9844
Master P,40505
Chris Farley,14342
Sandra Bullock,9715
Stellan Skarsgård,26610
Ryan Phillippe,20064
Paolo Rotondo,40961
Michael Douglas,1965
Sylvie Testud,312
Harrison Ford,6068
Jennifer Love Hewitt,15037
Jessica Lange,50043
Radha Mitchell,37636
Catherine McCormack,17044
Ben Daniels,60951
Mohammad Amir Naji,21334
Ione Skye,32284
Christopher Scott Cherot,51955
Thomas Jay Ryan,37410
Vahina Giocante,47481
Eric Stoltz,53765
Ming-Na Wen,10674
Stuart Townsend,136134
David Duchovny,846
Brendan Gleeson,12655
Eddie Murphy,3050
George Clooney,1389
Rachel Roberts,11020
Adam Beach,20862
Vincent Gallo,9464
Bruce Willis,95
Mel Gibson,944
Hatty Jones,35680
Gregory Smith,11551
Sean Gullette,473
Liza Weil,102304
Cameron Diaz,544
Gregory Walcott,10513
Clara Bow,28966
Charles King,65203
Lew Ayres,143
Richard Dix,42861
Greta Garbo,33680
Diana Wynyard,56164
Charles Laughton,12311
William Powell,43277
Paul Muni,43278
Jean Arthur,34106
Walter Pidgeon,43266
Greer Garson,27367
Bing Crosby,17661
Ray Milland,28580
Fredric March,887
Gregory Peck,33667
Laurence Olivier,23383
Broderick Crawford,25430
Betty Hutton,27191
Burt Lancaster,11426
Marlon Brando,654
Ernest Borgnine,15919
Natalie Wood,1725
Albert Finney,5769
Paul Scofield,874
Sidney Poitier,10633
Ron Moody,17917
Dustin Hoffman,3116
Gene Hackman,1051
Sylvester Stallone,1366
Dustin Hoffman,12102
Donald Sutherland,16619
Ben Cross,9443
Shirley MacLaine,11050
Meryl Streep,606
John Lone,746
Dustin Hoffman,380
Morgan Freeman,403
Woody Allen,11485
Jane Fonda,466
Harry Dean Stanton,13820
Edward Clements,15389
David Bowie,13597
Emilio Estevez,2108
Robert Englund,10014
Robert Englund,10072
Robert Englund,10131
Robert Englund,10160
Robert Englund,11284
Betsy Palmer,4488
Amy Steel,9725
Dana Kimmell,9728
Kimberly Beck,9730
Melanie Kinnaman,9731
Thom Mathews,10225
Kane Hodder,10281
Kane Hodder,10283
Donald Pleasence,948
Jamie Lee Curtis,11281
Tom Atkins,10676
Donald Pleasence,11357
Donald Pleasence,11361
Leslie Nielsen,36599
Michael Ironside,39929
Tim Conlon,41828
Nicole de Boer,41769
Catherine Hicks,10585
Alex Vincent,11186
Justin Whalin,11187
Craig T. Nelson,609
Craig T. Nelson,11133
Tom Skerritt,10306
Linda Blair,9552
Linda Blair,11586
George C. Scott,11587
Mel Gibson,941
Mel Gibson,942
Mel Gibson,943
Zach Galligan,927
Zach Galligan,928
Sean Astin,9340
Antonio Banderas,9342
Claire Danes,38509
Philip Locke,60033
Charlton Heston,12101
Brigitte Helm,19
Michael J. Fox,165
Michael J. Fox,196
Gene Hackman,551
Jodie Foster,16084
Fred MacMurray,17984
Tim Conway,22328
Annette Funicello,32611
Donnie Dunagan,3170
Toshirō Mifune,346
Glenn Close,859
Kyle MacLachlan,841
Willem Dafoe,11051
Al Pacino,242
Mimi Rogers,1411
Jeremy Irons,9769
James Marsden,9424
Jay Mohr,9835
Tom Hanks,857
Sean Hayes,17539
Si Han,44322
Dean Jones,22777
Kurt Russell,20173
Grant Bardsley,10957
Maximilian Schell,9570
Peter Ustinov,16249
Brian Bonsall,13962
David Niven,14612
Ken Berry,19378
Keith Coogan,65157
Kurt Russell,29228
Michael Crawford,19379
Emilio Estevez,11164
Albert Sharpe,18887
Elliott Gould,40866
Reese Witherspoon,24736
Joey Cramer,10122
Walter Brennan,24816
Barrie Ingham,9994
Fred MacMurray,25445
Cloris Leachman,12129
Dean Jones,14140
Bette Midler,10439
Rick Moranis,11158
Rick Moranis,9354
Jim Dale,28736
Maurice Chevalier,34774
Samuel L. Jackson,9631
Lindsay Lohan,9820
Trey Parker,14013
George Clooney,36606
Minnie Driver,96196
Sandrine Kiberlain,98505
Michael Moore,1779
Mia Farrow,10849
Robert Mitchum,678
Omar Sharif,907
Allan Edwall,5961
Geraldine Page,47908
Robert Duvall,42121
Matthew Modine,2887
Tom Hanks,11974
Kevin Costner,20348
Dirk Bogarde,26648
Klaus Maria Brandauer,11911
Isabella Rossellini,793
Meredith Salenger,35144
Bruce Reitherman,9325
Peter Finch,43037
Peggy Lee,10340
Jodi Benson,10144
Emilio Estevez,10414
Michael Caine,10437
Christian Bale,15300
Rod Taylor,12230
Mary Steenburgen,13380
Bobby Driscoll,10693
Robin Williams,11335
Bob Newhart,11135
Bob Newhart,11319
Bette Davis,14822
Scott Weinger,15969
Fairuza Balk,13155
Billy Campbell,10249
Dean Jones,15943
Mary Costa,10882
Jason Robards,24808
Fred MacMurray,19762
Ruth Warrick,13850
Tom Hanks,2619
Adam Beach,65158
Walt Disney,53565
Patrick Swayze,41841
Matt Dillon,27332
Jeff Bridges,97
Robert Sean Leonard,10419
Jamie Lee Curtis,11675
Steve Martin,2107
Steve Martin,6471
Steve Martin,9442
Steve Martin,11591
Danny Glover,13697
David Andrews,19158
Matt Dillon,227
Harrison Ford,87
Christopher Guard,123
John Hurt,9314
Christopher Walken,11336
Emilio Estevez,9980
Max von Sydow,10657
Dee Wallace,10489
Peter Horton,10823
Burt Reynolds,11497
Raúl Juliá,2907
Drew Barrymore,9454
Nicolas Cage,8688
Giovanni Ribisi,118452
Sam Rockwell,16155
Margen,48894
Burt Lancaster,23954
Ingrid Bergman,12761
Elizabeth Taylor,396
Elisabeth Shue,14367
Anthony Michael Hall,11814
Rex Harrison,16081
Jerry Lewis,18331
Debbie Reynolds,15171
John Hurt,11837
Derek Jacobi,11704
Jim Henson,11639
Phillip Glasser,4978
Phillip Glasser,10380
Tom Cruise,11976
Molly Ringwald,15144
Molly Ringwald,11522
Emilio Estevez,11557
Daryl Hannah,13853
William Katt,11415
Arye Gross,37530
N!xau,8393
Kevin Zegers,21661
Ralph Fiennes,9320
Angela Bassett,33644
Natasha Lyonne,14662
Inés Sastre,125124
Olivier Martinez,115872
Neil Giuntoli,39930
Michael Rooker,10692
Mia Farrow,805
Barret Oliver,34584
Jonathan Brandis,34636
David Miller,2182
Gail Neely,28070
Amy Brenneman,77469
Vince Vaughn,10278
Wesley Snipes,36647
Vanessa Williams,17915
Tom Everett Scott,14557
Leslie Nielsen,9417
Hope Davis,41469
Kirsten Dunst,19381
Bruce Lyons,34637
Geena Davis,4011
Stephen Dillane,161795
James Stewart,1580
Barbara Harris,5854
Jon Finch,573
Frederick Stafford,2370
Paul Newman,5780
Tippi Hedren,506
Henry Fonda,22527
James Stewart,574
Edmund Gwenn,11219
Montgomery Clift,30159
Farley Granger,845
Marlene Dietrich,1978
Ryan Phillippe,3682
Charis Michelsen,51942
Vivica A. Fox,46702
Sasha Hails,46748
Warwick Davis,847
Kevin Costner,117
Norm Macdonald,14577
Jean-Claude Van Damme,37498
Sophie Marceau,38621
Karlheinz Stockhausen,59138
Ray Liotta,28047
Ingrid Bergman,4175
Gregory Peck,31667
Tallulah Bankhead,13321
Teresa Wright,21734
Priscilla Lane,31997
Carole Lombard,24197
Cary Grant,11462
Charles Laughton,31995
Margaret Lockwood,940
Nova Pilbeam,2762
Sylvia Sidney,12684
John Gielgud,2761
Leslie Banks,8208
Edmund Gwenn,52907
Leon M. Lion,15007
Henry Kendall,36049
C.V. France,52748
Anna May Wong,75793
Barry Fitzgerald,47695
Herbert Marshall,31930
Carl Brisson,20213
Anny Ondra,543
Betty Balfour,36054
James Cartwright,143750
Ivor Novello,52782
Isabel Jeans,36055
Carl Brisson,36056
Ivor Novello,2760
Virginia Valli,64398
Matt Damon,10220
Nicole de Boer,431
Evan Rachel Wood,31641
Paget Brewster,223318
Billy Crudup,22256
Giancarlo Giannini,37550
Mariangela Melato,37916
Chris Makepeace,21873
Jacqueline Bisset,21500
Jamie Lee Curtis,84116
William Hurt,12626
Susanna Hoffs,37818
Harrison Ford,3525
Daniel Day-Lewis,129628
Michelle Pfeiffer,2321
John Cusack,2028
Steve Martin,16384
Jessica Lange,91217
Mikhail Baryshnikov,77314
Dustin Hoffman,10699
Robin Williams,11597
Paul Carafotes,218624
Michael McKean,47947
Robert Glaudini,48311
Jon Cryer,44772
Michael Caine,14347
Demi Moore,41090
John Cusack,18282
Demi Moore,18169
Demi Moore,11082
Robert De Niro,5971
Chevy Chase,11933
Demi Moore,20096
Demi Moore,30815
Tom Cruise,881
Robert Redford,4478
Ben Stiller,22318
Meryl Streep,53113
Jackie Chan,2109
Ruth Cracknell,122289
Jeffrey Falcon,24746
Kris Kristofferson,72987
Bai Ling,193103
Robert De Niro,8195
Alicia Witt,9877
Joaquin Phoenix,26618
Denis Leary,21132
Edward Furlong,11855
Debra Winger,24016
Malcolm McDowell,14794
Peter Sellers,3486
James Whitmore,11071
Kurt Russell,1091
Tim Robbins,10403
Woody Allen,11337
Johnny Depp,162
Paul Rudd,25723
Harvey Keitel,73351
Woody Allen,8916
Oliver Platt,28134
Will Ferrell,9429
Robin Williams,12159
Kevin Gage,27791
Peter Sellers,43106
Gene Wilder,30197
Mel Brooks,10156
Joe Pesci,10377
David Arkin,3121
Derek Jacobi,4975
Saul Williams,37532
Eddie Murphy,9713
Stephen Baldwin,134368
Alex Rocco,85837
Simon Schwarz,1039
Sharon Stone,9821
Roy Scheider,4437
William Hurt,1890
Anthony Hopkins,1955
Oprah Winfrey,39437
Ed Gale,11932
Sandra Bullock,6435
David Arquette,108316
Jane Adams,10683
William Sadler,63709
Ian McKellen,9445
Tobey Maguire,2657
Kurt Russell,9425
"Timothy ""Speed"" Levitch",32326
Nicoletta Braschi,637
Trey Parker,8675
William Baldwin,125762
Deborah Harry,20701
James Woods,9945
Edward Norton,73
Holly Hunter,46889
DMX,12888
Ian McKellen,3033
Denzel Washington,9882
Adam Sandler,10663
Cate Blanchett,4518
Ewan McGregor,1808
Jennifer Love Hewitt,3600
Jonathan Taylor Thomas,17037
Brad Pitt,297
Meryl Streep,5332
Hugh Dillon,21589
Michael Rapaport,8336
Jon Voight,11893
Annabeth Gish,123056
Katharine Ross,12223
Eric Roberts,32081
Gary Oldman,14924
Bob Hoskins,10002
Bob Hoskins,41817
Giulietta Masina,19426
Tom Berenger,12560
Will Smith,9798
Whoopi Goldberg,14444
Kevin Spacey,9487
Kenneth Branagh,9466
Fernanda Montenegro,666
Dennis Quaid,2042
Ian Bannen,10162
Ulrich Thomsen,309
Divine,692
Bela Lugosi,24018
Akira Takarada,1678
Ken Tanaka,39256
Tadao Takashima,1680
Robert Armstrong,244
Jeff Bridges,10730
Jeff Bridges,31947
Madonna,8130
Powers Boothe,11532
Chevy Chase,9749
Chevy Chase,14628
Arnold Schwarzenegger,9626
Michael Keaton,13698
Tom Hanks,10466
Roger Moore,707
Steve Railsback,11954
Steve Guttenberg,9336
Steve Guttenberg,10157
Steve Guttenberg,12118
Steve Guttenberg,10587
Bubba Smith,11825
Bubba Smith,11895
James Cromwell,9447
Drew Barrymore,12257
Jerry Springer,37536
Jon Favreau,10029
Alessandro Gassman,27104
Vince Vaughn,11252
Brenda Blethyn,8545
Bill Paxton,10223
Michael Keaton,9745
Patrick Stewart,200
Val Kilmer,9837
Jason Schwartzman,11545
Joseph Fiennes,1934
Jack Lemmon,110643
Edmund Gwenn,11881
Dudley Moore,13764
Sam Elliott,24951
Clint Eastwood,8879
Sylvester Stallone,1369
Sylvester Stallone,1368
Sylvester Stallone,1370
Michael Douglas,10303
Michael Douglas,9326
Steve Guttenberg,10328
Don Ameche,11285
Sylvester Stallone,1367
Sylvester Stallone,1371
Sylvester Stallone,1374
Sylvester Stallone,1375
Eileen Brennan,15196
Nicholas Rowe,11904
Sissy Spacek,215875
Rodney Dangerfield,15596
Meryl Streep,13818
Tom Hanks,29968
Farrah Fawcett,44326
Ralph Macchio,1885
Ralph Macchio,8856
Ralph Macchio,10495
Chevy Chase,5825
Tom Hanks,9489
Brendan Gleeson,16885
Helena Bonham Carter,76857
Sean Penn,8741
Jordana Brewster,9276
Charlize Theron,9822
Terry Moore,39314
Robin Williams,10312
Julia Roberts,9441
John Travolta,9422
Alfre Woodard,125582
Sean Penn,24525
Cher,10368
Stephen Fry,11365
Robert Forster,140897
Nick Nolte,31662
Melanie Griffith,36136
Billy Crudup,1363
Emily Watson,46992
Gillian Anderson,825
Bob Hoskins,22913
Val Kilmer,15556
Annette Bening,28902
James Van Der Beek,14709
Jamie Lee Curtis,9423
Anthony Newley,14443
Lea Thompson,10658
Stephen Dorff,6917
Louis Tripp,40729
Jay Underwood,24086
David Hedison,11815
Jeff Goldblum,9426
Eric Stoltz,10344
Gregory Hines,15698
John Candy,2620
Marilyn Burns,30497
Dennis Hopper,16337
Kate Hodge,25018
Renée Zellweger,16780
Danny DeVito,12151
Marc Price,25438
Matthew Laborteaux,33278
Sean Connery,192
Whoopi Goldberg,10945
Nicolas Cage,10013
Paul Hogan,9671
Paul Hogan,9396
Burt Lancaster,11038
C. Thomas Howell,12278
Paul Newman,11873
Roy Scheider,18588
Clint Eastwood,10015
Chuck Norris,12715
Chevy Chase,8388
Sharon Stone,45712
Miou-Miou,6187
Peter Mullan,8129
Stephen Rea,1618
Alex Angulo,10722
Freddie Prinze Jr.,10314
Rosie Perez,125548
Mike Maas,47139
Karlheinz Böhm,11167
Giannina Facio,170187
Mel Gibson,2112
Sarah Michelle Gellar,16172
Myles Berkowitz,111794
Ben Becker,9524
Bill Basch,20595
Jennifer Drake,16306
Brendan Fraser,11622
Kevin Costner,10207
Jeff Daniels,9849
Julia Sweeney,82865
Rose McGowan,18892
Jake Gyllenhaal,13466
Ron Livingston,1542
Ben Affleck,15256
Nicolas Cage,8224
Juliette Lewis,18417
Bruce Willis,12479
Mitch Mullany,15031
Joshua Schaefer,15209
Andy García,26425
Elliott Gould,1847
Ken Ogata,42113
Dale Midkiff,8913
Edward Furlong,10906
Terence Knox,25748
Daniel Cerny,25749
Keith Gordon,8769
Henry Winkler,14742
Vincent Price,15856
Burt Lancaster,10671
Charlton Heston,27932
Jack Lemmon,7227
George Segal,10670
Steve McQueen,5919
Robert Forster,33518
Sean Connery,40160
Yul Brynner,2362
Michael York,10803
Charlton Heston,871
James Franciscus,1685
Roddy McDowall,1705
Roddy McDowall,1688
Roddy McDowall,1687
Rock Hudson,166680
Charlton Heston,11123
Alain Delon,29723
Michael Caine,31638
Robert De Niro,9535
Mark Wahlberg,9455
Sarah Michelle Gellar,796
Jason Flemyng,100
Norman Reedus,47501
Isabelle Huppert,77936
Mitchell Anderson,84586
Michelle Pfeiffer,30943
Jeffrey DeMunn,107946
Emily Bergl,7341
Freddie Prinze Jr.,10350
Julie Harris,11772
Jeremy Irons,9540
Andrew Lowery,31503
George Sanders,11773
Ian Hendry,30202
Kathleen Turner,22345
Jennifer Love Hewitt,53685
Philippe Nahon,1567
Sandra Bullock,1641
Miranda Richardson,47288
